year,district,active_parish_rows,matched_parish_rows,matched_share,usable_1851_backbone,n_parishes_matched,total_area_km2,dominant_parish_1851_id,dominant_parish_1851_name,dominant_parish_area_km2,dominant_parish_area_share,centroid_x,centroid_y,centroid_distance_km,centroid_matched_via,geometry_source,district_std,location_imputed,imputation_failed,imputed_from_district_x,imputed_distance_km_x,imputation_source_point,imputed_from_district_y,imputed_distance_km_y
1851,Altrincham,39,34,0.8717948717948718,1,34,253.303048765705,1661.0,MOBBERLEY,20.84792586425927,0.082304283212725,375733.14571661496,383505.8130374991,0.2053617086401499,within,1851_parish_reconstruction,altrincham,0,0,,,,,
1851,Alverstoke,1,1,1.0,1,1,15.297115242553398,6658.0,ALVERSTOKE,15.297115242553398,1.0,459941.4493059932,100807.29287485855,0.1358611673132283,within,1851_parish_reconstruction,alverstoke,0,0,,,,,
1851,Amersham,11,11,1.0,1,11,173.56732339495233,21904.0,CHESHAM,51.3727726979964,0.2959818224603124,497078.1016666762,197524.9066011312,1.4314529168033625,within,1851_parish_reconstruction,amersham,0,0,,,,,
1851,Amesbury,23,20,0.8695652173913043,1,20,201.3722625687483,18101.0,AMESBURY,24.127959160645275,0.1198176891537284,418067.955328433,161129.620362342,5.172544032699621,within,1851_parish_reconstruction,amesbury,0,0,,,,,
1851,Ampthill,19,19,1.0,1,19,155.62082272923098,22695.0,MARSTON MORETAINE,17.42560174731613,0.1119747437502976,498234.81454558275,228390.8591274036,3.2087606763543697,within,1851_parish_reconstruction,ampthill,0,0,,,,,
1851,Andover,33,27,0.8181818181818182,1,27,291.6208239675204,6304.0,ANDOVER,35.43400203417634,0.1215071048496963,434990.3327619648,147830.75347999748,1.187447415028299,within,1851_parish_reconstruction,andover,0,0,,,,,
1851,Anglesey (1837-1937),56,43,0.7678571428571429,1,43,409.5217049555455,8153.0,HOLYHEAD,25.239469001955133,0.0616315782449062,238414.11340106808,379990.8751978973,1.6080121889651091,within,1851_parish_reconstruction,anglesey,0,0,,,,,
1851,Anglesey (1968-1974),56,43,0.7678571428571429,1,43,409.5217049555455,8153.0,HOLYHEAD,25.239469001955133,0.0616315782449062,238414.11340106808,379990.8751978973,1.6080121889651091,within,1851_parish_reconstruction,anglesey,0,0,,,,,
1851,Ashbourne,63,54,0.8571428571428571,1,54,288.7636005953856,3094.0,BRAILSFORD,17.765749140136755,0.0615235060911643,420856.538489848,344849.31278804876,4.9621645588915415,within,1851_parish_reconstruction,ashbourne,0,0,,,,,
1851,Ashby de la Zouch,27,21,0.7777777777777778,1,21,138.1472144808521,10731.0,ASHBY DE LA ZOUCH,24.007533044433387,0.1737822447933682,435425.0280311584,317535.3721667596,2.131585079433313,within,1851_parish_reconstruction,ashby de la zouch,0,0,,,,,
1851,Ashton under Lyne (1848-1937),13,12,0.9230769230769232,1,12,103.78102576116108,1510.0,TINTWISTLE,47.68553451367339,0.4594822046123886,402432.7038024289,415434.2933803436,8.771790713853111,within,1851_parish_reconstruction,ashton under lyne,0,0,,,,,
1851,Askrigg,15,15,1.0,1,15,283.92712788769154,19598.0,HAWES,63.97001185546738,0.2253043318945238,390523.2265565582,489126.0398444254,0.5078746010725014,within,1851_parish_reconstruction,askrigg,0,0,,,,,
1851,Aston (1837-1924),5,5,1.0,1,5,72.1097462880863,17260.0,SUTTON COLDFIELD,51.478321916992954,0.713888545819194,408800.632446654,302348.71383690945,10.0190582174491,within,1851_parish_reconstruction,aston,0,0,,,,,
1851,Atcham,44,41,0.9318181818181818,1,41,324.9207916733393,14328.0,CONDOVER,27.34968221533448,0.0841733829173684,354476.074468139,344116.04452890134,8.768081418430146,within,1851_parish_reconstruction,atcham,0,0,,,,,
1851,Atherstone,17,17,1.0,1,17,91.00159920873745,17280.0,ANSLEY,11.59619885742208,0.1274285172815807,433512.25488654134,281995.77279082534,2.9275363613823124,within,1851_parish_reconstruction,atherstone,0,0,,,,,
1851,Auckland,33,28,0.8484848484848485,1,28,157.5080316171839,4645.0,SOUTH BEDBURN,28.81810034472447,0.1829627356068137,416235.1293331895,532526.6210304521,2.4806914100348862,within,1851_parish_reconstruction,auckland,0,0,,,,,
1851,Axbridge,39,37,0.9487179487179488,1,37,373.7455339955427,14856.0,WEDMORE,41.09391964379997,0.109951600503379,353817.0681528563,162200.3690408954,9.224767274665632,within,1851_parish_reconstruction,axbridge,0,0,,,,,
1851,Axminster,15,13,0.8666666666666667,1,13,139.5674556911624,3548.0,AXMINSTER,27.83486920568759,0.1994366743152582,327873.47238867386,96464.49616465066,2.061133098034474,within,1851_parish_reconstruction,axminster,0,0,,,,,
1851,Aylesbury,40,37,0.925,1,37,226.2125532578396,1196.0,BUCKLAND,18.26420581755866,0.0807391347408599,457395.7984731602,224943.18772192037,2.4029995484764286,within,1851_parish_reconstruction,aylesbury,0,0,,,,,
1851,Aylsham,46,44,0.9565217391304348,1,44,297.78425994348123,2891.0,WHITWELL,20.84033334912296,0.0699846706238886,574884.5678962051,347541.1146253804,11.360003941715144,nearest,1851_parish_reconstruction,aylsham,0,0,,,,,
1851,Bakewell (1839 onw),60,54,0.9,1,54,299.3729405890771,2984.0,DARLEY,20.844969799703325,0.0696287705852326,421700.9136117117,365564.2177766451,4.551886535140089,within,1851_parish_reconstruction,bakewell,0,0,,,,,
1851,Bala,5,5,1.0,1,5,398.6089181001031,8471.0,LLANFOR,132.33040151074488,0.331980534056974,289658.2679708035,334781.48291440186,0.0251148523508567,within,1851_parish_reconstruction,bala,0,0,,,,,
1851,Banbury,50,48,0.96,1,48,301.48750639216865,13533.0,HOOK NORTON,22.3558462277824,0.0741518164228748,443062.7730970857,237297.49641105824,4.801225036817023,within,1851_parish_reconstruction,banbury,0,0,,,,,
1851,Bangor,21,19,0.9047619047619048,1,19,306.8972969436703,8288.0,LLANLLECHID,71.41683565234528,0.2327059780700953,259266.02173654884,366983.45903597306,3.146464003330922,within,1851_parish_reconstruction,bangor,0,0,,,,,
1851,Barnet,10,10,1.0,1,10,102.7815425555448,857.0,SOUTH MIMMS,25.96374463217062,0.2526109648348525,523384.0731066475,197391.74991349288,0.0301817145846158,within,1851_parish_reconstruction,barnet,0,0,,,,,
1851,Barnsley,17,17,1.0,1,17,122.13125069178376,21429.0,WOMBWELL,15.576815562576924,0.1275416035973243,430285.7974780606,379646.7710747488,4.215970933786644,within,1851_parish_reconstruction,barnsley,0,0,,,,,
1851,Barnstaple,40,39,0.975,1,39,578.2116530806967,3297.0,BRAUNTON,41.52092334167381,0.0718092122848984,262080.32873970488,139033.52154625428,2.6831898561970724,within,1851_parish_reconstruction,barnstaple,0,0,,,,,
1851,Barrow upon Soar,38,32,0.8421052631578947,1,32,171.36753487646675,356.0,ROTHLEY,11.398953166014604,0.0665175768224228,460510.1119828962,331391.31567052484,10.62644712278064,within,1851_parish_reconstruction,barrow upon soar,0,0,,,,,
1851,Barton upon Irwell (1850-1934),6,6,1.0,1,6,27.324295968745197,10457.0,WORSLEY,6.806283360840383,0.2490927257055672,370706.9474061712,386170.40098064026,5.877010636558893,within,1851_parish_reconstruction,barton upon irwell,0,0,,,,,
1851,Basford,44,43,0.9772727272727272,1,43,324.3352232064158,13320.0,KIRKBY IN ASHFIELD,23.609874562010223,0.072794666976347,450065.9528719281,364585.1439805603,2.9086970477272702,within,1851_parish_reconstruction,basford,0,0,,,,,
1851,Basingstoke,39,38,0.9743589743589745,1,38,262.6908950634784,6236.0,BASING,21.742842314209614,0.0827696837720832,457452.7068378189,157297.04674426137,7.860813459934807,within,1851_parish_reconstruction,basingstoke,0,0,,,,,
1851,Bath,24,23,0.9583333333333334,1,23,107.48812043819017,11830.0,WALCOT,13.776541297852084,0.1281680360740341,397878.7357258662,190737.43864275797,5.248545029962648,within,1851_parish_reconstruction,bath,0,0,,,,,
1851,Battle,14,14,1.0,1,14,137.49894594702022,17024.0,BEXHILL,28.620355500732224,0.2081496356470976,550578.4804536464,130938.29177145536,12.597345460442394,within,1851_parish_reconstruction,battle,0,0,,,,,
1851,Beaminster,26,26,1.0,1,26,229.75193603454773,4046.0,BROADWINDSOR,25.56783220373339,0.111284512526975,356281.2117964163,114730.57415998704,5.924260628736571,within,1851_parish_reconstruction,beaminster,0,0,,,,,
1851,Bedale,24,17,0.7083333333333334,1,17,94.1565238598608,19651.0,SCRUTON,8.741481116209778,0.0928398878575879,436583.0652950833,479872.7043431403,10.80508559725333,within,1851_parish_reconstruction,bedale,0,0,,,,,
1851,Bedford,45,43,0.9555555555555556,1,43,362.2650150631261,22690.0,KEMPSTON,20.299449691260417,0.0560348055903857,490372.23431723606,258284.39966345156,7.972681279526458,within,1851_parish_reconstruction,bedford,0,0,,,,,
1851,Bedminster,23,23,1.0,1,23,178.5600983328853,3694.0,KENN,21.603668215821273,0.1209882186307159,343689.9633243825,161825.69201139288,6.926815770636244,within,1851_parish_reconstruction,bedminster,0,0,,,,,
1851,Belford,32,31,0.96875,1,31,144.97832903809183,125.0,ELLINGHAM,12.89781226660196,0.0889637254904018,415006.1176663528,630682.6244570818,0.3401895865023647,within,1851_parish_reconstruction,belford,0,0,,,,,
1851,Bellingham,37,31,0.8378378378378378,1,31,759.4736087675834,316.0,WELLHAUGH,137.6511075800805,0.1812454126002486,376389.3427007146,590721.9354997585,1.718929136368848,within,1851_parish_reconstruction,bellingham,0,0,,,,,
1851,Belper,35,31,0.8857142857142857,1,31,212.82345357275267,3027.0,ALFRETON,18.673995794433708,0.0877440689968415,435094.92731121334,358127.379382346,10.14319340016594,within,1851_parish_reconstruction,belper,0,0,,,,,
1851,Berkhampstead (1837-1939),10,9,0.9,1,9,36.00309881087006,7248.0,NORTHCHURCH,7.505928613769755,0.2084800714849457,495277.4207979303,212136.0328951519,0.4929096963140758,within,1851_parish_reconstruction,berkhampstead,0,0,,,,,
1851,Bermondsey (1837-69),1,0,0.0,0,0,,,,,,533005.008719093,180109.3262733514,,,centroid_imputed_nearest_1851_rd,bermondsey,1,0,,,from_official_name,St Olave Southwark (1837-1901),1.3832513198780947
1851,Bermondsey (1934 onw),1,0,0.0,0,0,,,,,,533005.008719093,180109.3262733514,,,centroid_imputed_nearest_1851_rd,bermondsey,1,0,,,from_official_name,St Olave Southwark (1837-1901),1.3832513198780947
1851,Berwick,1,1,1.0,1,1,21.43486441211035,6.0,BERWICK UPON TWEED,21.43486441211035,1.0,397193.2043760908,654369.0455394756,8.693454404149547,within,1851_parish_reconstruction,berwick,0,0,,,,,
1851,Bethnal Green,1,0,0.0,0,0,,,,,,533841.5903912846,181646.97432027347,,,centroid_imputed_nearest_1851_rd,bethnal green,1,0,,,from_official_name,Whitechapel,1.6952872577765163
1851,Beverley (1837-1937),36,30,0.8333333333333334,1,30,228.2854875993146,18959.0,SOUTH CAVE,18.529193067224018,0.0811667586147497,483962.55187192914,419370.36049388035,9.39719307922515,within,1851_parish_reconstruction,beverley,0,0,,,,,
1851,Beverley (1974 onw),36,30,0.8333333333333334,1,30,228.2854875993146,18959.0,SOUTH CAVE,18.529193067224018,0.0811667586147497,483962.55187192914,419370.36049388035,9.39719307922515,within,1851_parish_reconstruction,beverley,0,0,,,,,
1851,Bicester,36,33,0.9166666666666666,1,33,236.22169749694177,3410.0,MERTON,16.521280988524094,0.0699397268057392,435728.02747793857,214423.7424469646,6.893232826475686,within,1851_parish_reconstruction,bicester,0,0,,,,,
1851,Bideford,19,19,1.0,1,19,291.6770501212157,3333.0,HARTLAND,70.67546007226532,0.2423072368665751,233858.06297681577,120912.48893308132,1.5178767601084764,within,1851_parish_reconstruction,bideford,0,0,,,,,
1851,Biggleswade,28,27,0.9642857142857144,1,27,180.7074220717655,21858.0,BIGGLESWADE,18.694527171876267,0.1034519056137715,509988.77177056944,249872.15368715543,7.661388795623672,within,1851_parish_reconstruction,biggleswade,0,0,,,,,
1851,Billericay,25,25,1.0,1,25,191.27074611767188,5463.0,SOUTH WEALD,18.79149683544482,0.0982455352784794,556102.3675822217,198231.00663612457,4.535923503116809,within,1851_parish_reconstruction,billericay,0,0,,,,,
1851,Billesdon,38,34,0.8947368421052632,1,34,187.33372705977385,4992.0,HALSTEAD,22.940428395996264,0.1224575454513671,485421.3603188933,291627.51273327507,6.294276532868853,within,1851_parish_reconstruction,billesdon,0,0,,,,,
1851,Bingham,42,40,0.9523809523809524,1,40,261.5112158393597,12454.0,HICKLING,17.217388421875828,0.0658380496859915,481750.42502046534,336084.23376882914,10.956592116325789,within,1851_parish_reconstruction,bingham,0,0,,,,,
1851,Birmingham (1837-1924),1,0,0.0,0,0,,,,,,403001.60358961904,292204.8205260031,,,centroid_imputed_nearest_1851_rd,birmingham,1,0,,,from_official_name,West Bromwich,5.502251656620956
1851,Birmingham (1932 onw),1,0,0.0,0,0,,,,,,403001.60358961904,292204.8205260031,,,centroid_imputed_nearest_1851_rd,birmingham,1,0,,,from_official_name,West Bromwich,5.502251656620956
1851,Bishops Stortford,20,19,0.95,1,19,196.17929529859177,7160.0,SAWBRIDGEWORTH,25.68184198730586,0.1309100532154384,540669.4097275322,225950.15901216812,7.298954273070913,within,1851_parish_reconstruction,bishops stortford,0,0,,,,,
1851,Blaby,27,25,0.925925925925926,1,25,142.7554724746089,8866.0,KNIGHTON [TREF-Y-CLAWDD],15.0603089194337,0.1054972440521493,438257.6286417621,296053.26459581935,6.238613768648983,within,1851_parish_reconstruction,blaby,0,0,,,,,
1851,Blackburn,24,24,1.0,1,24,183.58118336437872,10238.0,OVER DARWEN,20.59837278613436,0.1122030722791994,370777.1564712507,410099.4510130873,1.4313912705556475,within,1851_parish_reconstruction,blackburn,0,0,,,,,
1851,Blandford,34,33,0.9705882352941176,1,33,227.3408406623623,4054.0,MILTON ABBAS,19.70768264868352,0.086687823407641,388395.6049005151,112815.9567313936,7.224041973640937,within,1851_parish_reconstruction,blandford,0,0,,,,,
1851,Blean,16,14,0.875,1,14,91.74267693652492,7472.0,CHISLET,21.94960674511862,0.2392518670488015,615480.3962965711,165440.1961581071,1.8865258176066375,within,1851_parish_reconstruction,blean,0,0,,,,,
1851,Blofield,32,27,0.84375,1,27,145.03068718700524,12818.0,REEDHAM,12.790486586913476,0.0881915878287275,610262.9781966223,322948.4061300059,6.2260728371872585,within,1851_parish_reconstruction,blofield,0,0,,,,,
1851,Blything,49,47,0.9591836734693876,1,47,338.8138400218313,16041.0,WESTLETON,24.69013218457056,0.0728722657344211,613218.3358755474,291672.098496808,6.7813935819287545,within,1851_parish_reconstruction,blything,0,0,,,,,
1851,Bodmin,21,21,1.0,1,21,320.94176887438846,2185.0,ST KEW,30.80181731421053,0.0959732272375736,205241.47883648903,69390.76401012245,0.5747782092428209,within,1851_parish_reconstruction,bodmin,0,0,,,,,
1851,Bolton,26,23,0.8846153846153846,1,23,166.16093572295483,10275.0,TURTON,18.761009077150177,0.1129086628907228,379525.385772264,422213.1554305476,1.8489964375112533,within,1851_parish_reconstruction,bolton,0,0,,,,,
1851,Bootle Cul,12,8,0.6666666666666666,1,8,185.8094656987314,2753.0,ULPHA,52.60134100097657,0.2830929027386773,315714.3548832107,493838.49784503673,1.3568985201028991,within,1851_parish_reconstruction,bootle cul,0,0,,,,,
1851,Bosmere,37,31,0.8378378378378378,1,31,211.3942426711475,7777.0,BARHAM,19.202070380371143,0.0908353516999163,596476.2293242433,257294.61542051443,7.112333366429042,within,1851_parish_reconstruction,bosmere,0,0,,,,,
1851,Boston,47,35,0.7446808510638298,1,35,202.1708682316355,12040.0,KIRTON,21.428269498047367,0.1059908862512086,508778.4816469032,327183.09634008026,5.574008766297607,within,1851_parish_reconstruction,boston,0,0,,,,,
1851,Bourne (1837-1933),37,35,0.945945945945946,1,35,303.90274264258807,12162.0,BOURNE,40.51738999365274,0.133323541740142,504011.83236725745,328995.99893143435,12.456308808276482,within,1851_parish_reconstruction,bourne,0,0,,,,,
1851,Bourne (1974 onw),37,35,0.945945945945946,1,35,303.90274264258807,12162.0,BOURNE,40.51738999365274,0.133323541740142,504011.83236725745,328995.99893143435,12.456308808276482,within,1851_parish_reconstruction,bourne,0,0,,,,,
1851,Brackley,29,28,0.9655172413793104,1,28,226.5965308867211,740.0,WHITFIELD,50.26156197558512,0.2218108184573735,434361.0676937343,321233.5396226311,5.9639770358801005,within,1851_parish_reconstruction,brackley,0,0,,,,,
1851,Bradfield,29,26,0.896551724137931,1,26,201.56944525757189,13900.0,GORING,18.53049881201253,0.0919310899939902,462482.403109267,173165.94131336536,1.0425243253433532,within,1851_parish_reconstruction,bradfield,0,0,,,,,
1851,Bradford,21,18,0.8571428571428571,1,18,117.55563528149354,14311.0,TONG,14.338328725097458,0.1219705775122011,406175.5161732838,466623.2337172879,11.342670987130818,within,1851_parish_reconstruction,bradford,0,0,,,,,
1851,Bradford upon Avon,9,9,1.0,1,9,32.83964993115292,15977.0,WINGFIELD,10.135284638672482,0.308629496962383,457174.8139271578,198239.7785097104,8.327575377094282,within,1851_parish_reconstruction,bradford upon avon,0,0,,,,,
1851,Braintree,14,14,1.0,1,14,119.22714705126178,4919.0,FINCHINGFIELD,34.19236585400072,0.2867833937123371,562053.2815432322,239262.16314388637,8.196961532874193,within,1851_parish_reconstruction,braintree,0,0,,,,,
1851,Brampton,17,14,0.8235294117647058,1,14,253.17128156646132,2399.0,KINGWATER,75.66445521679982,0.2988666595541041,361384.40976593905,557931.6565402531,6.745688999563047,within,1851_parish_reconstruction,brampton,0,0,,,,,
1851,Brecknock,43,24,0.5581395348837209,1,24,271.89859142860354,9056.0,LLANFIHANGEL NANT BRAN,36.19733000683568,0.1331280526929119,300629.35566219996,227008.42038185592,1.991766562470435,within,1851_parish_reconstruction,brecknock,0,0,,,,,
1851,Brentford,10,10,1.0,1,10,79.97658881630161,1112.0,HESTON,15.533123237970887,0.194220877232573,516175.0262680987,178423.79248716377,0.2677797870003531,within,1851_parish_reconstruction,brentford,0,0,,,,,
1851,Bridge,25,21,0.84,1,21,123.22184630792717,7777.0,BARHAM,19.202070380371143,0.1558333279018221,583606.7780088994,147399.4580600211,6.020633962541523,within,1851_parish_reconstruction,bridge,0,0,,,,,
1851,Bridgend (1996 onw),56,51,0.9107142857142856,1,51,401.04819089110146,9531.0,LLANGEINOR,26.35808529785246,0.0657229876521487,288461.745529881,177826.21842877055,5.100120084812644,within,1851_parish_reconstruction,bridgend,0,0,,,,,
1851,Bridgend (to 1970),56,51,0.9107142857142856,1,51,401.04819089110146,9531.0,LLANGEINOR,26.35808529785246,0.0657229876521487,288461.745529881,177826.21842877055,5.100120084812644,within,1851_parish_reconstruction,bridgend,0,0,,,,,
1851,Bridgnorth,30,29,0.9666666666666668,1,29,298.44184617568004,14431.0,WORFIELD,42.20655828418135,0.1414230572053764,363567.73236574006,269345.904777859,3.0900461505788592,within,1851_parish_reconstruction,bridgnorth,0,0,,,,,
1851,Bridgwater,41,37,0.902439024390244,1,37,255.2575287276673,15050.0,NORTH PETHERTON,41.52807894506842,0.1626909073047341,352794.9524231615,154707.99763431805,8.258540932040649,within,1851_parish_reconstruction,bridgwater,0,0,,,,,
1851,Bridlington (1837-1937),32,29,0.90625,1,29,236.75748927172975,18548.0,HUNMANBY,28.226113821287708,0.119219518284772,505663.1616343156,459795.129042013,5.1673517907658795,within,1851_parish_reconstruction,bridlington,0,0,,,,,
1851,Bridlington (1974 onw),32,29,0.90625,1,29,236.75748927172975,18548.0,HUNMANBY,28.226113821287708,0.119219518284772,505663.1616343156,459795.129042013,5.1673517907658795,within,1851_parish_reconstruction,bridlington,0,0,,,,,
1851,Bridport (1959 to 1997),19,18,0.9473684210526316,1,18,76.37117158032208,4136.0,SYMONDSBURY,15.649784484255314,0.2049174336391568,346053.66985552874,93269.38724337144,0.4696242704408697,within,1851_parish_reconstruction,bridport,0,0,,,,,
1851,Bridport (to 1958),19,18,0.9473684210526316,1,18,76.37117158032208,4136.0,SYMONDSBURY,15.649784484255314,0.2049174336391568,346053.66985552874,93269.38724337144,0.4696242704408697,within,1851_parish_reconstruction,bridport,0,0,,,,,
1851,Brighton,1,0,0.0,0,0,,,,,,524943.5844596493,121249.05292796297,,,centroid_imputed_nearest_1851_rd,brighton,1,0,,,from_official_name,Lewes,17.998027232156307
1851,Bristol,18,13,0.7222222222222222,1,13,8.28959152920037,2201.0,TEMPLE,3.373427049315234,0.4069473191088151,372476.8647692705,183796.78669020068,3.200284210435402,within,1851_parish_reconstruction,bristol,0,0,,,,,
1851,Brixworth,36,33,0.9166666666666666,1,33,213.36917307451404,22206.0,NASEBY,13.93693897851618,0.0653184280451283,470821.2026182098,281838.9524930039,6.1423588329293395,within,1851_parish_reconstruction,brixworth,0,0,,,,,
1851,Bromley,16,15,0.9375,1,15,169.58714634946833,7562.0,CUDHAM,23.931157325685597,0.1411142167365128,536730.2468624256,167385.65404689324,7.1552773414032735,within,1851_parish_reconstruction,bromley,0,0,,,,,
1851,Bromsgrove,11,10,0.9090909090909092,1,10,146.63079209154384,18296.0,BROMSGROVE,46.38364982324,0.316329531891787,394698.02355222177,273319.68463050324,2.9499480571462953,within,1851_parish_reconstruction,bromsgrove,0,0,,,,,
1851,Bromyard,34,30,0.8823529411764706,1,30,171.4667837850934,6881.0,PENCOMBE,16.328039855711626,0.0952256728403808,357642.7603531912,248523.07496114567,9.063074074956996,within,1851_parish_reconstruction,bromyard,0,0,,,,,
1851,Buckingham,29,25,0.8620689655172413,1,25,173.20960568126935,6509.0,TWYFORD,17.120882190797555,0.0988448771270944,465719.7073695541,229952.2740903388,4.103573765136505,within,1851_parish_reconstruction,buckingham,0,0,,,,,
1851,Builth,30,24,0.8,1,24,353.5731043706401,8577.0,LLANGYNOG,52.843659446288406,0.1494561062283006,298348.5300488538,262722.36398501595,5.34605968058022,within,1851_parish_reconstruction,builth,0,0,,,,,
1851,Burnley,26,19,0.7307692307692307,1,19,166.77638294551346,10183.0,CLIVIGER,27.602935319824763,0.1655086579545424,385000.736391177,434032.0079627891,1.5002944805022629,within,1851_parish_reconstruction,burnley,0,0,,,,,
1851,Burton upon Trent,54,51,0.9444444444444444,1,51,283.80144194101956,3219.0,REPTON,17.493500669432503,0.061639928781856,426980.2655817968,331842.9434004131,6.636702668374508,within,1851_parish_reconstruction,burton upon trent,0,0,,,,,
1851,Bury,12,11,0.9166666666666666,1,11,23.76863161492701,10357.0,HOPWOOD,8.523324128907054,0.3585954911916046,376364.5554108539,403859.7293061576,6.390018083251218,within,1851_parish_reconstruction,bury,0,0,,,,,
1851,Bury St Edmunds,2,2,1.0,1,2,7.605462895730129,3902.0,"SHAFTESBURY, ST JAMES",7.232760763183517,0.9509954702749448,391792.2739439151,124595.63613321925,3.2040359011858004,within,1851_parish_reconstruction,bury st edmunds,0,0,,,,,
1851,Caistor,76,73,0.9605263157894736,1,73,584.2157337126449,11200.0,GREAT LIMBER,21.180045845703425,0.0362538093780972,512544.75204826175,396737.11019021866,3.291692071643466,within,1851_parish_reconstruction,caistor,0,0,,,,,
1851,Calne,11,11,1.0,1,11,105.99713963378863,17885.0,CALNE,32.05466172314299,0.3024106295121661,400985.9987816991,172025.620123347,0.2365421351960048,within,1851_parish_reconstruction,calne,0,0,,,,,
1851,Camberwell,1,1,1.0,1,1,5.622967779828883,16517.0,CAMBERWELL,5.622967779828883,1.0,533647.2210857179,175517.7632740059,0.4091702972721103,within,1851_parish_reconstruction,camberwell,0,0,,,,,
1851,Cambridge (1837-1935),14,13,0.9285714285714286,1,13,23.769191971888983,2291.0,ST CLEMENT,14.27977188302562,0.6007680824789425,320481.86749517324,151681.97449193374,22.213715521154647,nearest,1851_parish_reconstruction,cambridge,0,0,,,,,
1851,Cambridge (1974 onw),14,13,0.9285714285714286,1,13,23.769191971888983,2291.0,ST CLEMENT,14.27977188302562,0.6007680824789425,320481.86749517324,151681.97449193374,22.213715521154647,nearest,1851_parish_reconstruction,cambridge,0,0,,,,,
1851,Camelford,14,14,1.0,1,14,196.88539678393295,2181.0,ST BREWARD,38.11389994915652,0.1935841894408435,211942.28622428328,84757.65649562905,0.1912181497700619,within,1851_parish_reconstruction,camelford,0,0,,,,,
1851,Canterbury,20,15,0.75,1,15,38.63072651924495,2263.0,ST MARTIN,12.446436427306091,0.3221900686000705,401596.20792632445,189569.0995075424,7.773061595702494,within,1851_parish_reconstruction,canterbury,0,0,,,,,
1851,Cardiff (1837-1974),47,36,0.7659574468085106,1,36,220.71591063962188,9718.0,LLANCARFAN,19.22071500097728,0.0870835045161754,306737.78136609844,201012.8066385835,3.763979994464643,within,1851_parish_reconstruction,cardiff,0,0,,,,,
1851,Cardiff (1996 onw),47,36,0.7659574468085106,1,36,220.71591063962188,9718.0,LLANCARFAN,19.22071500097728,0.0870835045161754,306737.78136609844,201012.8066385835,3.763979994464643,within,1851_parish_reconstruction,cardiff,0,0,,,,,
1851,Cardigan,27,22,0.8148148148148148,1,22,262.5561238675285,9043.0,NEVERN,53.47005755285542,0.2036519155037248,225441.36260959823,240079.54063176597,9.340710184678356,within,1851_parish_reconstruction,cardigan,0,0,,,,,
1851,Carlisle,20,14,0.7,1,14,63.30171532335697,2497.0,WETHERAL,8.852756046876681,0.1398501762812453,344475.77277595206,533346.5463793296,5.520935071767814,within,1851_parish_reconstruction,carlisle,0,0,,,,,
