year,constructed_district,matched_via,centroid_distance_km,nearest_dist_m,official_index,centroid_constructed_wkt,centroid_official_wkt
1891,Belford,within,0.3395270047694189,,44,POINT (414998.779245 630683.488776),POINT (415011.773903 631022.767018)
1891,Bellingham,within,2.2856573144037347,,47,POINT (375341.332422 590243.265979),POINT (377454.867145 589373.093391)
1891,Belper,within,10.203356461544344,,527,POINT (435148.32701 358201.930313),POINT (434804.283919 348004.37583)
1891,Berkhampstead (1837-1939),within,0.49290969631407583,,483,POINT (495277.420798 212136.032895),POINT (495314.969787 211644.555488)
1891,Berwick,within,8.693454404149547,,42,POINT (397193.204376 654369.045539),POINT (397830.775234 645699.002121)
1891,Beverley (1837-1937),within,9.39719307922453,,371,POINT (483962.551872 419370.360494),POINT (474615.801453 420342.72584)
1891,Beverley (1974 onw),within,9.39719307922453,,371,POINT (483962.551872 419370.360494),POINT (474615.801453 420342.72584)
1891,Bicester,within,6.893232826475686,,250,POINT (435728.027478 214423.742447),POINT (432881.214527 208145.819636)
1891,Bideford,within,0.6489067176485215,,276,POINT (234344.513008 121862.348287),POINT (234990.567331 121923.124434)
1891,Biggleswade,within,7.6613887956236715,,461,POINT (509988.771771 249872.153687),POINT (503640.232162 254160.850821)
1891,Billericay,within,4.535923503116809,,257,POINT (556102.367582 198231.006636),POINT (554854.889109 202592.015635)
1891,Billesdon,within,6.294276532868853,,444,POINT (485421.360319 291627.512733),POINT (487409.402722 297599.581426)
1891,Bingham,within,10.956592116325744,,160,POINT (481750.42502 336084.233769),POINT (492397.181279 333497.055388)
1891,Bishops Stortford,within,7.298954273070913,,258,POINT (540669.409728 225950.159012),POINT (547372.191463 223060.963538)
1891,Blaby,within,6.238613768648983,,73,POINT (438257.628642 296053.264596),POINT (443895.690325 293382.578877)
1891,Blackburn,within,1.4313912705555134,,35,POINT (370777.156471 410099.451013),POINT (370145.347616 411383.856922)
1891,Blandford,within,7.297720279807597,,592,POINT (388431.77265 112834.93058),POINT (387075.700856 105664.310623)
1891,Blean,within,1.8865258176066375,,320,POINT (615480.396297 165440.196158),POINT (616921.04788 164222.204912)
1891,Blofield,within,6.226072837185547,,176,POINT (610262.978197 322948.40613),POINT (615306.095769 326599.563224)
1891,Bodmin,within,0.5747782092428209,,391,POINT (205241.478836 69390.76401),POINT (205807.938454 69293.329462)
1891,Bolton,within,1.8489964375112533,,367,POINT (379525.385772 422213.155431),POINT (380374.749365 423855.522416)
1891,Bootle Cul,within,1.3568985201028991,,9,POINT (315714.354883 493838.497845),POINT (315528.746153 495182.641808)
1891,Brackley,within,4.788087513440725,,427,POINT (433437.60924 319152.390817),POINT (436570.619648 315531.613578)
1891,Bradfield,within,1.1895482834592417,,541,POINT (462422.432992 173628.371633),POINT (461816.68334 172604.607755)
1891,Bradford,within,11.451739838636797,,420,POINT (406175.516173 466623.233717),POINT (397797.613741 458815.987329)
1891,Bradford upon Avon,within,1.172725352526834,,317,POINT (468630.42069 203594.933151),POINT (467821.184478 204443.709627)
1891,Braintree,within,8.196961532874193,,475,POINT (562053.281543 239262.163144),POINT (554172.869406 237006.219235)
1891,Brampton,within,6.745688999563047,,53,POINT (361384.409766 557931.65654),POINT (356957.81266 563021.799774)
1891,Brecknock,within,1.991766562470435,,133,POINT (300629.355662 227008.420382),POINT (298838.893059 227880.989982)
1891,Brentford,within,0.33740214996432694,,559,POINT (516175.026268 178423.792487),POINT (516255.33064 178751.498787)
1891,Bridge,within,6.020633962541523,,328,POINT (583606.778009 147399.45806),POINT (584260.434236 153384.503327)
1891,Bridgend (1996 onw),within,5.151902494915294,,203,POINT (288461.74553 177826.218429),POINT (292640.343852 180839.757109)
1891,Bridgend (to 1970),within,5.151902494915294,,203,POINT (288461.74553 177826.218429),POINT (292640.343852 180839.757109)
1891,Bridgnorth,within,3.0900461505788592,,101,POINT (363567.732366 269345.904778),POINT (361055.973065 267546.057443)
1891,Bridgwater,within,8.26083415363837,,626,POINT (352794.952423 154707.997634),POINT (360251.750575 158262.929734)
1891,Bridlington (1837-1937),within,5.1673517907658795,,19,POINT (505663.161634 459795.129042),POINT (500503.250478 459517.926252)
1891,Bridlington (1974 onw),within,5.1673517907658795,,19,POINT (505663.161634 459795.129042),POINT (500503.250478 459517.926252)
1891,Bridport (1959 to 1997),within,0.4696242704408697,,385,POINT (346053.669856 93269.387243),POINT (346073.674863 92800.189252)
1891,Bridport (to 1958),within,0.4696242704408697,,385,POINT (346053.669856 93269.387243),POINT (346073.674863 92800.189252)
1891,Bristol,within,3.2002842104355924,,205,POINT (372476.864769 183796.78669),POINT (374145.422432 181065.901421)
1891,Brixworth,within,6.1423588329293395,,448,POINT (470821.202618 281838.952493),POINT (471976.823565 287871.622902)
1891,Bromley,within,7.1047004213637015,,622,POINT (536730.246862 167385.654047),POINT (543617.0512 165639.603049)
1891,Bromsgrove,within,2.801554440918307,,91,POINT (394698.023552 273319.684631),POINT (397446.503062 273862.425517)
1891,Bromyard,within,9.101856781042827,,110,POINT (357642.760353 248523.074961),POINT (365226.269387 253556.382779)
1891,Buckingham,within,4.103573765136505,,134,POINT (465719.70737 229952.27409),POINT (469443.992513 231675.357901)
1891,Builth,within,5.34605968058022,,95,POINT (298348.530049 262722.363985),POINT (296434.344749 267713.981834)
1891,Burnley,within,1.3258434953977254,,360,POINT (384451.976043 435137.782618),POINT (385764.79462 435323.169669)
1891,Burton upon Trent,within,7.001667357243773,,536,POINT (427004.434838 332226.755928),POINT (424441.086788 325711.190522)
1891,Bury,within,6.390018083251192,,138,POINT (376364.555411 403859.729306),POINT (375223.466761 397572.420836)
1891,Calne,within,1.1517110022270443,,213,POINT (401404.462859 173304.49632),POINT (401167.380864 172177.451352)
1891,Camelford,within,0.19121814977006193,,388,POINT (211942.286224 84757.656496),POINT (211753.167568 84729.398492)
1891,Canterbury,within,7.773061595702494,,201,POINT (401596.207926 189569.099508),POINT (394294.587511 186903.236444)
1891,Cardiff (1837-1974),within,11.001487355344574,,268,POINT (312983.896377 184548.574671),POINT (304365.707246 191386.669444)
1891,Cardiff (1996 onw),within,11.001487355344574,,268,POINT (312983.896377 184548.574671),POINT (304365.707246 191386.669444)
1891,Cardigan,within,9.340710184678356,,122,POINT (225441.36261 240079.540632),POINT (234779.39337 240303.255332)
1891,Carlisle,within,5.520935071768223,,1,POINT (344475.772776 533346.546379),POINT (349451.992052 535737.773216)
1891,Carmarthen,within,6.525003965007385,,476,POINT (258041.190961 228767.343877),POINT (261547.888595 223264.731002)
1891,Carnarvon,within,1.5314590347100852,,522,POINT (250811.407086 360105.977476),POINT (250530.770735 358600.450985)
1891,Castle Ward,within,5.119040693575657,,50,POINT (411799.467211 579436.886003),POINT (413122.596553 574491.796887)
1891,Catherington,within,0.23100921725716017,,302,POINT (470958.914243 114211.000535),POINT (470790.243756 114053.154011)
1891,Caxton,within,5.291791928667493,,461,POINT (502453.985195 249003.731475),POINT (503640.232162 254160.850821)
1891,Chapel en le Frith,within,2.018269406416911,,507,POINT (410442.792813 384404.659733),POINT (410591.15127 382391.850461)
1891,Chard,within,6.956292301915295,,338,POINT (351877.86699 136342.574352),POINT (351938.317822 143298.603988)
1891,Cheadle,within,2.3029633869075057,,159,POINT (398878.960118 344168.044774),POINT (400897.351027 345276.980525)
1891,Chelmsford,within,0.8789106593461512,,246,POINT (571681.362435 206425.283622),POINT (570984.448632 205889.751086)
1891,Cheltenham,within,6.405975039880976,,488,POINT (370738.600212 193787.501996),POINT (364706.816964 191630.16404)
1891,Chepstow,within,4.043503132399127,,241,POINT (352992.600889 210293.049683),POINT (349384.922881 212119.132094)
1891,Chertsey,within,4.020643606587099,,321,POINT (497122.151145 163844.375234),POINT (501071.750894 163091.888131)
1891,Chester le Street,within,7.022209434991861,,470,POINT (420923.644843 557498.734779),POINT (426573.229904 553328.169591)
1891,Chesterfield,within,3.3993307766584593,,514,POINT (433033.72851 380917.970023),POINT (431179.355316 383766.961035)
1891,Chesterton,within,5.120878165153467,,87,POINT (529981.811852 278516.825365),POINT (532997.11022 274377.819575)
1891,Chippenham,within,3.294008108184532,,201,POINT (396357.945371 189470.928746),POINT (394294.587511 186903.236444)
1891,Chipping Norton,within,1.8543811715176333,,538,POINT (430926.999193 225648.151695),POINT (431672.7286 223950.324501)
1891,Chipping Sodbury,within,0.7702183961478719,,264,POINT (375140.666815 197380.269059),POINT (375645.011613 197962.396795)
1891,Chorley,within,6.027103353199218,,32,POINT (359733.99747 413441.947882),POINT (356984.180995 418805.201017)
1891,Chorlton,within,1.6279041258670277,,141,POINT (385548.137318 392798.36494),POINT (385232.450117 394395.366328)
1891,Christchurch (1837-1925),within,5.640636847916523,,596,POINT (418386.92546 100228.430503),POINT (414458.889185 96180.305619)
1891,Christchurch (1932-1974),within,5.640636847916523,,596,POINT (418386.92546 100228.430503),POINT (414458.889185 96180.305619)
1891,Church Stretton,within,1.3416548744787502,,70,POINT (348625.577917 292188.559191),POINT (347852.56191 293285.13753)
1891,Cirencester,within,8.282477287822367,,253,POINT (396725.046848 207884.850701),POINT (403471.484121 203080.164016)
1891,Cleobury Mortimer,within,7.271866636546193,,199,POINT (393847.51047 296465.437113),POINT (386853.463982 294474.618661)
1891,Clitheroe,within,14.898431181129048,,22,POINT (386080.255587 451888.434497),POINT (371666.912436 448117.653295)
1891,Clun,within,4.993280794631272,,71,POINT (337702.750918 289677.564004),POINT (333697.02193 286696.458778)
1891,Clutton,within,4.807690057394021,,560,POINT (362940.721826 175824.765247),POINT (358702.47374 178094.376855)
1891,Cockermouth,within,2.6329885977570364,,2,POINT (319170.817119 527656.411867),POINT (317712.416815 525464.22175)
1891,Colchester,within,5.64062014801803,,566,POINT (436769.976282 168521.918888),POINT (431276.242706 169800.780511)
1891,Congleton,within,0.5326740322556032,,155,POINT (380381.493489 362267.423504),POINT (380050.597157 362684.855225)
1891,Conway (to 1937),within,3.5216986905072494,,150,POINT (275224.937935 371582.897721),POINT (278144.416749 373552.416728)
1891,Cookham,within,0.12712741064124558,,209,POINT (486308.947702 179712.054486),POINT (486384.382283 179609.726569)
1891,Corwen,within,4.128081225130903,,537,POINT (304571.409399 342598.226979),POINT (308699.489795 342600.842939)
1891,Coventry,within,0.7561823542795938,,548,POINT (533279.351033 181126.859486),POINT (532532.079393 181242.604246)
1891,Cranbrook,within,8.819706153547015,,284,POINT (565676.415959 139300.140577),POINT (566374.328521 130508.091061)
1891,Crediton,within,9.066514070333527,,310,POINT (274231.634272 112080.066341),POINT (278375.229276 104015.805815)
1891,Crickhowell,within,8.040562337257548,,95,POINT (300190.011316 260604.438154),POINT (296434.344749 267713.981834)
1891,Cricklade,within,9.032521855294721,,269,POINT (404010.324084 178501.977589),POINT (407720.602429 186737.284849)
1891,Croydon,within,5.246925149236285,,631,POINT (476480.546095 149603.190329),POINT (477962.290499 154636.544781)
1891,Darlington,within,9.952200750617186,,56,POINT (438435.518359 472393.176961),POINT (428486.694877 472652.427996)
1891,Dartford,within,5.331684491923062,,491,POINT (539333.510328 198348.287393),POINT (534066.905217 197517.787465)
1891,Daventry,within,2.4991894096094085,,124,POINT (443620.583923 244516.743679),POINT (442990.890755 242098.183318)
1891,Depwade,within,4.473327023803871,,68,POINT (593540.780036 298230.204263),POINT (597210.185094 295671.665387)
1891,Derby,within,7.817730242375396,,517,POINT (435455.487331 363604.119217),POINT (438311.750407 370881.389817)
1891,Devizes,within,1.4194488048582161,,322,POINT (403575.854101 159868.805323),POINT (402481.047422 158965.349045)
1891,Dewsbury,within,9.465859545081013,,370,POINT (424464.463218 413486.590888),POINT (431767.536791 419508.850707)
1891,Docking,within,5.9169336540569075,,165,POINT (572536.11457 332835.153747),POINT (577237.723436 336427.503666)
1891,Dolgelly,within,6.634250633810054,,180,POINT (269227.542393 322316.984772),POINT (273285.360518 317068.423679)
1891,Doncaster,within,7.32301028200509,,496,POINT (454237.830689 396600.774772),POINT (457377.968919 403216.363294)
1891,Dorchester,within,3.515714202867703,,594,POINT (363684.588882 97398.620863),POINT (367140.347642 96752.108875)
1891,Dorking,within,2.2706007301839897,,336,POINT (516904.959186 146725.219908),POINT (515360.020596 145061.25103)
1891,Dover,within,4.798142997601955,,471,POINT (502904.917439 294615.679457),POINT (503404.410664 289843.606244)
1891,Downham,within,3.847403644323006,,433,POINT (566010.527767 301501.320492),POINT (563054.703849 303964.168389)
1891,Driffield,within,8.754740742478496,,21,POINT (490135.471212 451798.974223),POINT (481743.629359 449304.485139)
1891,Droitwich,within,8.525240538426768,,428,POINT (406674.898267 304511.372374),POINT (410213.120236 312267.706014)
1891,Droxford,within,0.033205166641667345,,290,POINT (459902.085488 117937.587719),POINT (459891.582367 117969.087998)
1891,Dudley (1913-35),within,0.09852898561140527,,75,POINT (394082.272479 291286.267432),POINT (394124.346285 291197.173347)
1891,Dudley (1935-66),within,0.09852898561140527,,75,POINT (394082.272479 291286.267432),POINT (394124.346285 291197.173347)
1891,Dudley (1966 onw),within,0.09852898561140527,,75,POINT (394082.272479 291286.267432),POINT (394124.346285 291197.173347)
1891,Dudley (to 1912),within,0.09852898561140527,,75,POINT (394082.272479 291286.267432),POINT (394124.346285 291197.173347)
1891,Dunmow,within,4.728449096579335,,230,POINT (557814.244366 224666.835847),POINT (561719.068804 222000.269335)
1891,Durham (1837-1938),within,1.3140804848827827,,405,POINT (426576.48668 541508.771135),POINT (427041.864426 540279.856543)
1891,Dursley,within,0.8202448704654314,,264,POINT (375847.821704 198757.173314),POINT (375645.011613 197962.396795)
1891,Easington,within,4.063983385304229,,65,POINT (438505.949567 545059.810689),POINT (440684.803561 541629.277752)
1891,Easingwold,within,9.978272748404395,,358,POINT (450179.577783 447135.031401),POINT (447218.958539 437606.093332)
1891,East Ashford,within,4.700822763800345,,341,POINT (599022.074153 145417.518736),POINT (594609.719284 143796.143034)
1891,East Grinstead,within,6.242854021277181,,573,POINT (540405.166031 142838.984172),POINT (540404.510512 136596.130185)
1891,East Retford,within,6.955060936818137,,142,POINT (463259.347642 380896.01264),POINT (456306.119473 380736.354665)
1891,East Stonehouse,within,0.15041391774627122,,401,POINT (246479.71701 54163.853757),POINT (246602.860833 54250.224734)
1891,East Ward,within,3.6393126219092755,,5,POINT (376298.393089 512295.371791),POINT (373172.88071 514159.713156)
1891,Easthampstead (1837-1937),within,2.1482558853047524,,217,POINT (485814.883434 167634.739388),POINT (487788.532651 168483.097872)
1891,Easthampstead (1967-74),within,2.1482558853047524,,217,POINT (485814.883434 167634.739388),POINT (487788.532651 168483.097872)
1891,Eastry,within,7.059269223421287,,624,POINT (526623.421438 169921.733023),POINT (531356.211931 164683.987695)
1891,Ecclesall Bierlow,within,11.477752138816488,,507,POINT (421975.322012 383854.536579),POINT (410591.15127 382391.850461)
1891,Edmonton,within,4.149661481862253,,491,POINT (532389.143808 193722.420939),POINT (534066.905217 197517.787465)
1891,Elham,within,3.013002274519883,,341,POINT (597108.668525 145479.424175),POINT (594609.719284 143796.143034)
1891,Ellesmere,within,5.22320780162451,,531,POINT (347691.819948 344398.074179),POINT (352895.549581 343947.410613)
1891,Epping,within,0.054348961383197975,,254,POINT (544918.700827 203593.562354),POINT (544969.936889 203611.691765)
1891,Epsom,within,3.1373756744774868,,618,POINT (518163.178142 172561.632409),POINT (519679.858298 175308.049608)
1891,Erpingham,within,6.819072223727144,,181,POINT (593502.787145 321877.99795),POINT (596792.314641 315904.828368)
1891,Eton,within,4.60438194966435,,478,POINT (509329.210229 225417.573883),POINT (505961.264895 222277.943751)
1891,Evesham,within,2.604479495898236,,123,POINT (406108.449853 246002.399413),POINT (407202.454989 243638.828765)
1891,Exeter,within,16.184984917484336,,382,POINT (278392.623949 91521.234896),POINT (294515.194003 90101.209674)
1891,Falmouth,within,0.37493171064121333,,421,POINT (176097.816065 32761.807976),POINT (176443.643799 32616.973704)
1891,Fareham,within,3.7171170115632104,,311,POINT (455416.386461 110020.919471),POINT (457731.459569 107112.759334)
1891,Faringdon,within,2.0462918176528406,,267,POINT (428377.840833 195699.923695),POINT (428710.354709 193680.828668)
1891,Farnham,within,5.131924517282789,,209,POINT (481859.092505 177189.313035),POINT (486384.382283 179609.726569)
1891,Faversham,within,11.295858516330695,,461,POINT (512410.635718 247042.112093),POINT (503640.232162 254160.850821)
1891,Ffestiniog,within,1.636469876382655,,529,POINT (264878.966637 338940.06778),POINT (264020.027055 340332.998665)
1891,Flegg,within,10.143594337487427,,175,POINT (625759.083409 328777.748126),POINT (635232.044945 325150.69618)
1891,Foleshill,within,2.422494750294186,,92,POINT (430987.341531 279306.773185),POINT (433398.282202 279070.455821)
1891,Fordingbridge,within,9.457481679860571,,628,POINT (413689.048738 163684.478228),POINT (418450.896375 155513.26248)
1891,Forehoe,within,9.570887919923763,,446,POINT (574539.827363 293881.623193),POINT (581269.746013 287076.471429)
1891,Frome,within,6.243024441652836,,273,POINT (412483.346989 188619.816915),POINT (418113.582218 185922.446818)
1891,Fylde,within,3.914465439435003,,32,POINT (358029.686686 422577.46261),POINT (356984.180995 418805.201017)
1891,Gainsborough,within,7.794911138134198,,521,POINT (473212.111487 352456.436362),POINT (469602.26293 359365.099984)
1891,Garstang,within,1.582605184960862,,23,POINT (348008.078152 446460.741587),POINT (347108.541424 445158.638348)
1891,Gateshead,within,0.032179519602627785,,403,POINT (418792.021546 560997.357357),POINT (418786.32497 560965.686069)
1891,Glendale,within,9.35144882191968,,43,POINT (403844.28058 622441.768728),POINT (396983.296426 628796.018606)
1891,Gloucester (1837-1937),within,6.288943290092787,,231,POINT (399705.677673 223097.311418),POINT (394259.744572 219952.057793)
1891,Gloucester (1974 onw),within,6.288943290092787,,231,POINT (399705.677673 223097.311418),POINT (394259.744572 219952.057793)
1891,Godstone,within,0.45086377671203276,,632,POINT (537057.490832 151860.836422),POINT (537088.186544 151411.018772)
1891,Goole,within,5.233757953007326,,495,POINT (476255.393542 414355.958676),POINT (472848.016978 410383.30122)
1891,Grantham (1837-1933),within,10.652926059036043,,160,POINT (481820.314783 334767.775158),POINT (492397.181279 333497.055388)
1891,Grantham (1974 onw),within,10.652926059036043,,160,POINT (481820.314783 334767.775158),POINT (492397.181279 333497.055388)
1891,Gravesend (1837-1941),within,2.5556821279400577,,492,POINT (474057.01229 187335.025169),POINT (471958.860247 185875.823626)
1891,Gravesend (1980 onw),within,2.5556821279400577,,492,POINT (474057.01229 187335.025169),POINT (471958.860247 185875.823626)
1891,Guildford,within,4.29495438606668,,321,POINT (499649.963183 159039.092444),POINT (501071.750894 163091.888131)
1891,Guiltcross,within,3.648618876298227,,451,POINT (601392.43788 282717.105971),POINT (603616.95912 285609.151088)
1891,Guisborough,within,1.2593867505097247,,413,POINT (451371.276763 504404.299672),POINT (452012.062955 505488.480489)
1891,Halifax,within,5.407852155605622,,30,POINT (402346.01961 419697.609779),POINT (406430.154421 423242.282935)
1891,Halstead,within,0.8970821135260865,,218,POINT (579892.787469 232873.90322),POINT (579250.175584 233499.847534)
1891,Haltwhistle,within,1.0772950804481836,,54,POINT (370562.053279 560221.641653),POINT (370994.435452 561208.358607)
1891,Hambledon,within,8.677914502877556,,605,POINT (490523.503817 139951.295815),POINT (499152.746959 139033.492497)
1891,Hardingstone,within,3.186326143750402,,197,POINT (455115.17907 302201.546275),POINT (455959.193538 299129.036898)
1891,Hartley Wintney,within,2.921165970368835,,631,POINT (475046.032915 154805.814768),POINT (477962.290499 154636.544781)
1891,Haslingden,within,6.124290954013984,,435,POINT (423950.405702 297939.443125),POINT (421999.245228 303744.605698)
1891,Hatfield,within,1.6273693409608447,,247,POINT (525730.967413 210445.69584),POINT (524749.504145 209147.596913)
1891,Havant,within,0.040301577819401226,,374,POINT (471428.61758 105668.837568),POINT (471406.665901 105635.039032)
1891,Haverfordwest,within,6.608925047624142,,244,POINT (197377.063434 225850.632186),POINT (191356.231532 223125.293036)
1891,Hay,within,3.6723927474487237,,127,POINT (321527.841124 243218.885185),POINT (320256.929804 239773.416725)
1891,Hayfield,within,3.288500196438245,,505,POINT (403773.529852 387859.703837),POINT (403925.339883 391144.698093)
1891,Headington,within,3.0117110673791516,,253,POINT (405841.619771 201221.976578),POINT (403471.484121 203080.164016)
1891,Helmsley,within,5.278209696421852,,415,POINT (462994.371713 482623.912875),POINT (461424.849639 487663.367018)
1891,Helston,within,0.5714086893446313,,603,POINT (168310.415205 26118.04565),POINT (168743.553038 25745.353407)
1891,Hemel Hempstead,within,0.061535446209712415,,484,POINT (504936.162782 208479.895164),POINT (504975.555723 208527.168913)
1891,Hemsworth,within,7.8382988730801015,,39,POINT (443267.612829 404602.192399),POINT (435696.044271 406629.574649)
1891,Hendon (1837-1947),within,0.028442148250708434,,494,POINT (518788.096077 189031.678475),POINT (518800.93619 189057.05735)
1891,Hendon (1947-1999),within,0.028442148250708434,,494,POINT (518788.096077 189031.678475),POINT (518800.93619 189057.05735)
1891,Henley,within,3.2992420935939117,,492,POINT (473355.026425 188865.090826),POINT (471958.860247 185875.823626)
1891,Henstead,within,9.029473622922318,,181,POINT (604507.484794 311213.608546),POINT (596792.314641 315904.828368)
1891,Hereford,within,7.044276443287814,,114,POINT (342231.58802 242819.13625),POINT (339777.616687 249422.154901)
1891,Hertford,within,7.250592638642942,,467,POINT (513300.976053 249287.796402),POINT (518350.928516 244085.001601)
1891,Hexham,within,7.498557553714331,,52,POINT (399016.274812 557352.582373),POINT (392670.25154 561347.122899)
1891,Highworth,within,2.177170345336897,,273,POINT (419965.251685 187067.606587),POINT (418113.582218 185922.446818)
1891,Hinckley,within,0.3268858337693471,,73,POINT (443916.176335 293056.335606),POINT (443895.690325 293382.578877)
1891,Hitchin,within,4.087318190371735,,480,POINT (495160.702981 225643.152198),POINT (492762.705154 222333.201079)
1891,Hollingbourne,within,1.7969203934063236,,319,POINT (577106.902614 164373.189145),POINT (576732.304439 166130.630213)
1891,Holsworthy,within,3.4531400811874544,,591,POINT (237024.488307 107828.168283),POINT (235586.330612 104688.760876)
1891,Holywell,within,9.949207250502711,,32,POINT (347051.663497 418229.161899),POINT (356984.180995 418805.201017)
1891,Honiton,within,4.075209481243429,,313,POINT (315462.393546 102884.037823),POINT (313939.304392 99104.152674)
1891,Hoo,within,6.842952939274781,,258,POINT (541518.688592 226605.326537),POINT (547372.191463 223060.963538)
1891,Houghton le Spring,within,5.727271566477373,,405,POINT (432617.47692 541589.125389),POINT (427041.864426 540279.856543)
1891,Howden (1837-1937),within,6.042581020723167,,182,POINT (456662.943863 429331.497262),POINT (462166.097011 431827.111579)
1891,Huddersfield,within,5.904037176897758,,370,POINT (429487.922829 414062.657985),POINT (431767.536791 419508.850707)
1891,Hungerford,within,0.907444858192528,,566,POINT (430524.225524 170308.644989),POINT (431276.242706 169800.780511)
1891,Hunslet (1845-1929),within,3.293820006366978,,365,POINT (430786.816255 431422.382199),POINT (433838.799041 430183.571758)
