year,constructed_district,matched_via,centroid_distance_km,nearest_dist_m,official_index,centroid_constructed_wkt,centroid_official_wkt
1871,Flegg,within,12.402465284524945,,96,POINT (625759.083409 328777.748126),POINT (616726.367944 337276.641963)
1871,Foleshill,within,2.422494750294186,,166,POINT (430987.341531 279306.773185),POINT (433398.282202 279070.455821)
1871,Fordingbridge,within,8.326050107852758,,320,POINT (413689.048738 163684.478228),POINT (417036.465256 156060.967681)
1871,Forehoe,within,9.570887919923763,,541,POINT (574539.827363 293881.623193),POINT (581269.746013 287076.471429)
1871,Frome,within,6.285225519841557,,232,POINT (412377.202661 188491.105887),POINT (418113.582218 185922.446818)
1871,Fylde,within,3.914465439435003,,20,POINT (358029.686686 422577.46261),POINT (356984.180995 418805.201017)
1871,Gainsborough,within,7.558351968480897,,469,POINT (465512.101917 379084.103099),POINT (472844.928982 380916.678257)
1871,Garstang,within,1.582605184960862,,8,POINT (348008.078152 446460.741587),POINT (347108.541424 445158.638348)
1871,Gateshead,within,0.032179519602627785,,419,POINT (418792.021546 560997.357357),POINT (418786.32497 560965.686069)
1871,Glanford Brigg,within,11.26015064104459,,398,POINT (491457.073817 404162.732909),POINT (498726.950364 412761.563495)
1871,Glendale,within,9.35144882191968,,54,POINT (403844.28058 622441.768728),POINT (396983.296426 628796.018606)
1871,Gloucester (1837-1937),within,5.935911953098847,,263,POINT (399347.10452 223010.459251),POINT (394259.744572 219952.057793)
1871,Gloucester (1974 onw),within,5.935911953098847,,263,POINT (399347.10452 223010.459251),POINT (394259.744572 219952.057793)
1871,Godstone,within,0.45086377671203276,,599,POINT (537057.490832 151860.836422),POINT (537088.186544 151411.018772)
1871,Goole,within,4.490208604806236,,401,POINT (477333.502311 410177.401633),POINT (472848.016978 410383.30122)
1871,Grantham (1837-1933),within,10.048548961572218,,90,POINT (483667.604214 328520.327498),POINT (492397.181279 333497.055388)
1871,Grantham (1974 onw),within,10.048548961572218,,90,POINT (483667.604214 328520.327498),POINT (492397.181279 333497.055388)
1871,Gravesend (1837-1941),within,2.5556821279400577,,227,POINT (474057.01229 187335.025169),POINT (471958.860247 185875.823626)
1871,Gravesend (1980 onw),within,2.5556821279400577,,227,POINT (474057.01229 187335.025169),POINT (471958.860247 185875.823626)
1871,Greenwich,within,1.2385253649184762,,587,POINT (536813.84534 177064.974881),POINT (537958.832576 177537.149966)
1871,Guildford,within,4.296131563978644,,311,POINT (499649.976971 159037.840114),POINT (501071.750894 163091.888131)
1871,Guiltcross,within,3.648618876298227,,546,POINT (601392.43788 282717.105971),POINT (603616.95912 285609.151088)
1871,Guisborough,within,3.177514768329786,,369,POINT (453002.044038 502504.72956),POINT (453124.658405 505679.877717)
1871,Hackney,within,1.071134353509573,,536,POINT (535740.201985 185620.037525),POINT (534683.10373 185792.872948)
1871,Hailsham,within,6.752326492862799,,355,POINT (522907.949704 123694.028703),POINT (529659.426508 123801.145599)
1871,Halifax,within,5.407852155605622,,17,POINT (402346.01961 419697.609779),POINT (406430.154421 423242.282935)
1871,Halstead,within,0.8970821135261272,,209,POINT (579892.787469 232873.90322),POINT (579250.175584 233499.847534)
1871,Haltwhistle,within,1.0772950804481836,,65,POINT (370562.053279 560221.641653),POINT (370994.435452 561208.358607)
1871,Hambledon,within,7.928760036824585,,602,POINT (491248.283992 139653.735133),POINT (499152.746959 139033.492497)
1871,Hardingstone,within,3.186326143750402,,127,POINT (455115.17907 302201.546275),POINT (455959.193538 299129.036898)
1871,Hartismere,within,7.076634712847882,,171,POINT (592203.049878 268403.604688),POINT (585672.071101 265678.705592)
1871,Hartley Wintney,within,2.921165970368835,,597,POINT (475046.032915 154805.814768),POINT (477962.290499 154636.544781)
1871,Haslingden,within,9.435956220912486,,99,POINT (414405.89553 324153.338532),POINT (409601.218926 332274.443908)
1871,Hastings (1837-1977),within,5.407293929633318,,335,POINT (449681.548824 144789.115389),POINT (446914.124074 149434.563472)
1871,Hatfield,within,1.6273693409608447,,272,POINT (525730.967413 210445.69584),POINT (524749.504145 209147.596913)
1871,Havant,within,0.040301577819401226,,429,POINT (471428.61758 105668.837568),POINT (471406.665901 105635.039032)
1871,Haverfordwest,within,6.608925047624142,,266,POINT (197377.063434 225850.632186),POINT (191356.231532 223125.293036)
1871,Hay,within,3.6717653279253986,,202,POINT (321527.841124 243218.885185),POINT (320257.089133 239774.026697)
1871,Hayfield,within,4.184667655559231,,465,POINT (402707.766056 387141.080058),POINT (403925.339883 391144.698093)
1871,Headington,within,5.595814305286975,,279,POINT (409004.797822 201541.473061),POINT (403603.932472 203005.642184)
1871,Helmsley,within,5.361361409859472,,373,POINT (462924.614412 482516.047153),POINT (461424.849639 487663.367018)
1871,Helston,within,0.5714086893446313,,571,POINT (168310.415205 26118.04565),POINT (168743.553038 25745.353407)
1871,Hemel Hempstead,within,0.061535446209712415,,513,POINT (504936.162782 208479.895164),POINT (504975.555723 208527.168913)
